embinsert,kloterinsert,flightnoinsert,originsert,registerinsert,destinsert,depdateinsert,etdinsert,arrdateinsert,etainsert,actypeinsert
BTJ,001,2101,BTJ,PK-GIH,MED,05052026,1805,06052026,0230,773
BTJ,001,2201,MED,PK-GIH,BTJ,06052026,0400,06052026,1155,773
BTJ,002,2102,BTJ,PK-GIH,JED,06052026,2010,07052026,0430,773
BTJ,002,2202,JED,PK-GIH,BTJ,07052026,0600,07052026,1415,773
BTJ,003,2103,BTJ,PK-GIH,JED,07052026,2040,08052026,0500,773
BTJ,003,2203,JED,PK-GIH,BTJ,08052026,0630,08052026,1445,773
BTJ,004,2104,BTJ,PK-GIH,JED,08052026,2140,09052026,0600,773
BTJ,004,2204,JED,PK-GIH,BTJ,09052026,0730,09052026,1545,773
BTJ,005,2105,BTJ,PK-GIH,JED,09052026,2340,10052026,0800,773
BTJ,005,2205,JED,PK-GIH,BTJ,10052026,0930,10052026,1745,773
BTJ,006,2106,BTJ,PK-GIH,JED,11052026,0140,11052026,1000,773
BTJ,006,2206,JED,PK-GIH,BTJ,11052026,1130,11052026,1945,773
BTJ,007,2107,BTJ,PK-GIH,JED,12052026,0440,12052026,1300,773
BTJ,007,2207,JED,PK-GIH,BTJ,12052026,1430,12052026,2245,773
BTJ,008,2108,BTJ,PK-GIH,JED,13052026,0640,13052026,1500,773
BTJ,008,2208,JED,PK-GIH,BTJ,13052026,1630,14052026,0045,773
BTJ,009,920,BTJ,PK-GIH,JED,14052026,1025,14052026,1845,773
BTJ,009,921,JED,PK-GIH,BTJ,14052026,2045,15052026,0500,773
BTJ,010,2110,BTJ,PK-GIH,JED,15052026,1300,15052026,2120,773
BTJ,010,2210,JED,PK-GIH,BTJ,15052026,2250,16052026,0705,773
BTJ,011,2111,BTJ,PK-GIH,JED,16052026,1505,16052026,2325,773
BTJ,011,2211,JED,PK-GIH,BTJ,17052026,0055,17052026,0910,773
BTJ,012,2112,BTJ,PK-GIH,JED,17052026,1840,18052026,0300,773
BTJ,012,2212,JED,PK-GIH,BTJ,18052026,0430,18052026,1245,773
BTJ,013,2113,BTJ,PK-GIH,JED,18052026,2040,19052026,0500,773
BTJ,013,2213,JED,PK-GIH,BTJ,19052026,0630,19052026,1445,773
BTJ,014,2114,BTJ,PK-GIH,JED,19052026,2240,20052026,0700,773
BTJ,014,2214,JED,PK-GIH,CGK,20052026,0830,20052026,2015,773
XXX,014,9999,0,PK-GIH,0,30121899,0000,30121899,0000,0
XXX,000,9999,0,PK-GIH,0,30121899,0000,30121899,0000,0
BTJ,001,2301,CGK,PK-GIH,JED,14062026,1600,14062026,0000,773
BTJ,001,2401,JED,PK-GIH,BTJ,15062026,0200,15062026,1020,773
BTJ,002,2302,BTJ,PK-GIH,MED,15062026,1920,16062026,0300,773
BTJ,002,2402,MED,PK-GIH,BTJ,16062026,0500,16062026,1300,773
BTJ,003,2303,BTJ,PK-GIH,MED,16062026,2320,17062026,0700,773
BTJ,003,2403,MED,PK-GIH,BTJ,17062026,0945,17062026,1745,773
BTJ,004,2304,BTJ,PK-GIH,MED,18062026,0235,18062026,1015,773
BTJ,004,2404,MED,PK-GIH,BTJ,18062026,1215,18062026,2015,773
BTJ,005,2305,BTJ,PK-GIH,MED,19062026,0640,19062026,1420,773
BTJ,005,2405,MED,PK-GIH,BTJ,19062026,1620,20062026,0020,773
BTJ,006,2306,BTJ,PK-GIH,MED,20062026,0710,20062026,1450,773
BTJ,006,2406,MED,PK-GIH,BTJ,20062026,1650,21062026,0050,773
BTJ,007,2307,BTJ,PK-GIH,MED,21062026,0935,21062026,1715,773
BTJ,007,2407,MED,PK-GIH,BTJ,21062026,1915,22062026,0315,773
BTJ,008,2308,BTJ,PK-GIH,MED,22062026,0940,22062026,1720,773
BTJ,008,2408,MED,PK-GIH,BTJ,22062026,1920,23062026,0320,773
BTJ,009,2309,BTJ,PK-GIH,MED,23062026,1040,23062026,1820,773
BTJ,009,2409,MED,PK-GIH,BTJ,23062026,2020,24062026,0420,773
BTJ,010,2310,BTJ,PK-GIH,MED,24062026,1120,24062026,1900,773
BTJ,010,2410,MED,PK-GIH,BTJ,24062026,2115,25062026,0515,773
BTJ,011,2311,BTJ,PK-GIH,MED,25062026,1150,25062026,1930,773
BTJ,011,2411,MED,PK-GIH,BTJ,25062026,2130,26062026,0530,773
BTJ,012,2312,BTJ,PK-GIH,MED,26062026,1720,27062026,0100,773
BTJ,012,2412,MED,PK-GIH,BTJ,27062026,0300,27062026,1100,773
BTJ,013,2313,BTJ,PK-GIH,MED,27062026,2320,28062026,0700,773
BTJ,013,2413,MED,PK-GIH,BTJ,28062026,0900,28062026,1700,773
BTJ,014,2314,BTJ,PK-GIH,MED,29062026,0220,29062026,1000,773
BTJ,014,2414,MED,PK-GIH,BTJ,29062026,1200,29062026,2000,773
XXX,014,9999,0,PK-GIH,0,30121899,0000,30121899,0000,0
