embinsert,kloterinsert,flightnoinsert,originsert,registerinsert,destinsert,depdateinsert,etdinsert,arrdateinsert,etainsert,actypeinsert
YIA,001,6501,YIA,CS-WFP,MED,21042026,1640,22042026,0315,333
YIA,001,6601,MED,CS-WFP,YIA,22042026,0445,22042026,1550,333
YIA,002,6502,YIA,CS-WFP,MED,23042026,0610,23042026,1645,333
YIA,002,6602,MED,CS-WFP,YIA,23042026,1815,24042026,0520,333
YIA,003,6503,YIA,CS-WFP,MED,24042026,1840,25042026,0515,333
YIA,003,6603,MED,CS-WFP,YIA,25042026,0645,25042026,1750,333
YIA,004,6504,YIA,CS-WFP,MED,26042026,0125,26042026,1200,333
YIA,004,6604,MED,CS-WFP,YIA,26042026,1330,27042026,0035,333
YIA,005,6505,YIA,CS-WFP,MED,27042026,1125,27042026,2200,333
YIA,005,6605,MED,CS-WFP,YIA,27042026,2330,28042026,1035,333
YIA,006,6506,YIA,CS-WFP,MED,28042026,2140,29042026,0815,333
YIA,006,6606,MED,CS-WFP,YIA,29042026,0945,29042026,2050,333
YIA,007,6507,YIA,CS-WFP,MED,30042026,0625,30042026,1700,333
YIA,007,6607,MED,CS-WFP,YIA,30042026,1830,01052026,0535,333
YIA,008,6508,YIA,CS-WFP,MED,01052026,1625,02052026,0300,333
YIA,008,6608,MED,CS-WFP,YIA,02052026,0430,02052026,1535,333
YIA,009,6509,YIA,CS-WFP,MED,03052026,0025,03052026,1100,333
YIA,009,6609,MED,CS-WFP,YIA,03052026,1230,03052026,2335,333
YIA,010,6510,YIA,CS-WFP,MED,04052026,1125,04052026,2200,333
YIA,010,6610,MED,CS-WFP,YIA,04052026,2330,05052026,1035,333
YIA,011,6511,YIA,CS-WFP,MED,05052026,1825,06052026,0500,333
YIA,011,6611,MED,CS-WFP,YIA,06052026,0630,06052026,1735,333
YIA,012,6512,YIA,CS-WFP,JED,07052026,0440,07052026,1500,333
YIA,012,6612,JED,CS-WFP,YIA,07052026,1630,08052026,0335,333
YIA,013,6513,YIA,CS-WFP,JED,08052026,1440,09052026,0100,333
YIA,013,6613,JED,CS-WFP,YIA,09052026,0230,09052026,1335,333
YIA,014,6514,YIA,CS-WFP,JED,09052026,2340,10052026,1000,333
YIA,014,6614,JED,CS-WFP,YIA,10052026,1130,10052026,2235,333
YIA,015,6515,YIA,CS-WFP,JED,11052026,1140,11052026,2200,333
YIA,015,6615,JED,CS-WFP,YIA,11052026,2330,12052026,1035,333
YIA,016,6516,YIA,CS-WFP,JED,12052026,0440,12052026,1500,333
YIA,016,6616,JED,CS-WFP,YIA,12052026,1630,13052026,0335,333
YIA,017,6517,YIA,CS-WFP,JED,12052026,1940,13052026,0600,333
YIA,017,6617,JED,CS-WFP,YIA,13052026,0730,13052026,1835,333
YIA,018,6518,YIA,CS-WFP,JED,13052026,1840,14052026,0500,333
YIA,018,6618,JED,CS-WFP,YIA,14052026,0630,14052026,1735,333
YIA,019,6519,YIA,CS-WFP,JED,14052026,1440,15052026,0100,333
YIA,019,6619,JED,CS-WFP,YIA,15052026,0230,15052026,1335,333
YIA,020,6520,YIA,CS-WFP,JED,15052026,0540,15052026,1600,333
YIA,020,6620,JED,CS-WFP,YIA,15052026,1730,16052026,0435,333
YIA,021,6521,YIA,CS-WFP,JED,15052026,2340,16052026,1000,333
YIA,021,6621,JED,CS-WFP,YIA,16052026,1130,16052026,2235,333
YIA,022,6522,YIA,CS-WFP,JED,16052026,2240,17052026,0900,333
YIA,022,6622,JED,CS-WFP,YIA,17052026,1030,17052026,2135,333
YIA,023,6523,YIA,CS-WFP,JED,17052026,1440,18052026,0100,333
YIA,023,6623,JED,CS-WFP,YIA,18052026,0230,18052026,1335,333
YIA,024,6524,YIA,CS-WFP,JED,18052026,2040,19052026,0700,333
YIA,024,6624,JED,CS-WFP,YIA,19052026,0830,19052026,1935,333
YIA,025,6525,YIA,CS-WFP,JED,20052026,0040,20052026,1100,333
YIA,025,6625,JED,CS-WFP,MAD,20052026,1230,20052026,1850,333
YIA,026,6526,YIA,CS-WFP,JED,20052026,2040,21052026,0700,333
YIA,026,6626,JED,CS-WFP,MAD,21052026,0830,21052026,1450,333
XXX,026,9999,0,CS-WFP,0,30121899,0000,30121899,0000,0
XXX,000,9999,0,CS-WFP,0,30121899,0000,30121899,0000,0
