embinsert,kloterinsert,flightnoinsert,originsert,registerinsert,destinsert,depdateinsert,etdinsert,arrdateinsert,etainsert,actypeinsert
XXX,000,9999,0,PK-GIH,0,30121899,0000,30121899,0000,0
BTJ,001,2301,CGK,PK-GIH,JED,14062026,1600,14062026,0000,773
BTJ,001,2401,JED,PK-GIH,BTJ,15062026,0200,15062026,1020,773
BTJ,002,2302,BTJ,PK-GIH,MED,15062026,1920,16062026,0300,773
BTJ,002,2402,MED,PK-GIH,BTJ,16062026,0500,16062026,1300,773
BTJ,003,2303,BTJ,PK-GIH,MED,16062026,2320,17062026,0700,773
BTJ,003,2403,MED,PK-GIH,BTJ,17062026,0945,17062026,1745,773
BTJ,004,2304,BTJ,PK-GIH,MED,18062026,0235,18062026,1015,773
BTJ,004,2404,MED,PK-GIH,BTJ,18062026,1215,18062026,2015,773
BTJ,005,2305,BTJ,PK-GIH,MED,19062026,0640,19062026,1420,773
BTJ,005,2405,MED,PK-GIH,BTJ,19062026,1620,20062026,0020,773
BTJ,006,2306,BTJ,PK-GIH,MED,20062026,0710,20062026,1450,773
BTJ,006,2406,MED,PK-GIH,BTJ,20062026,1650,21062026,0050,773
BTJ,007,2307,BTJ,PK-GIH,MED,21062026,0935,21062026,1715,773
BTJ,007,2407,MED,PK-GIH,BTJ,21062026,1915,22062026,0315,773
BTJ,008,2308,BTJ,PK-GIH,MED,22062026,0940,22062026,1720,773
BTJ,008,2408,MED,PK-GIH,BTJ,22062026,1920,23062026,0320,773
BTJ,009,2309,BTJ,PK-GIH,MED,23062026,1040,23062026,1820,773
BTJ,009,2409,MED,PK-GIH,BTJ,23062026,2020,24062026,0420,773
BTJ,010,2310,BTJ,PK-GIH,MED,24062026,1120,24062026,1900,773
BTJ,010,2410,MED,PK-GIH,BTJ,24062026,2115,25062026,0515,773
BTJ,011,2311,BTJ,PK-GIH,MED,25062026,1150,25062026,1930,773
BTJ,011,2411,MED,PK-GIH,BTJ,25062026,2130,26062026,0530,773
BTJ,012,2312,BTJ,PK-GIH,MED,26062026,1720,27062026,0100,773
BTJ,012,2412,MED,PK-GIH,BTJ,27062026,0300,27062026,1100,773
BTJ,013,2313,BTJ,PK-GIH,MED,27062026,2320,28062026,0700,773
BTJ,013,2413,MED,PK-GIH,BTJ,28062026,0900,28062026,1700,773
BTJ,014,2314,BTJ,PK-GIH,MED,29062026,0220,29062026,1000,773
BTJ,014,2414,MED,PK-GIH,BTJ,29062026,1200,29062026,2000,773
XXX,014,9999,0,PK-GIH,0,30121899,0000,30121899,0000,0
