embinsert,kloterinsert,flightnoinsert,originsert,registerinsert,destinsert,depdateinsert,etdinsert,arrdateinsert,etainsert,actypeinsert
XXX,000,9999,0,PK-GHH,0,30121899,0000,30121899,0000,0
BPN,001,4301,BPN,PK-GHH,JED,06062026,1255,06062026,2330,33H
BPN,001,4401,JED,PK-GHH,KNO,07062026,0130,07062026,1040,33H
BPN,001,4401,KNO,PK-GHH,BPN,07062026,1140,07062026,1510,33H
BPN,002,4302,BPN,PK-GHH,JED,07062026,2325,08062026,1000,33H
BPN,002,4402,JED,PK-GHH,KNO,08062026,1200,08062026,2110,33H
BPN,002,4402,KNO,PK-GHH,BPN,08062026,2210,09062026,0140,33H
BPN,003,4303,BPN,PK-GHH,JED,09062026,1255,09062026,2330,33H
BPN,003,4403,JED,PK-GHH,KNO,10062026,0130,10062026,1040,33H
BPN,003,4403,KNO,PK-GHH,BPN,10062026,1140,10062026,1510,33H
BPN,004,4304,BPN,PK-GHH,JED,10062026,2025,11062026,0700,33H
BPN,004,4404,JED,PK-GHH,KNO,11062026,0900,11062026,1810,33H
BPN,004,4404,KNO,PK-GHH,BPN,11062026,1910,11062026,2240,33H
BPN,005,940,BPN,PK-GHH,JED,12062026,0810,12062026,1845,33H
BPN,005,941,JED,PK-GHH,KNO,12062026,2045,13062026,0555,33H
BPN,005,941,KNO,PK-GHH,BPN,13062026,0655,13062026,1025,33H
BPN,006,4306,BPN,PK-GHH,JED,13062026,1725,14062026,0400,33H
BPN,006,4406,JED,PK-GHH,KNO,14062026,0600,14062026,1510,33H
BPN,006,4406,KNO,PK-GHH,BPN,14062026,1610,14062026,1940,33H
BPN,007,4307,BPN,PK-GHH,JED,15062026,0425,15062026,1500,33H
BPN,007,4407,JED,PK-GHH,KNO,15062026,1700,16062026,0210,33H
BPN,007,4407,KNO,PK-GHH,BPN,16062026,0310,16062026,0640,33H
BPN,008,4308,BPN,PK-GHH,MED,16062026,1835,17062026,0515,33H
BPN,008,4408,MED,PK-GHH,HYD,17062026,0715,17062026,1255,33H
BPN,008,4408,HYD,PK-GHH,BPN,17062026,1355,17062026,2055,33H
BPN,009,4309,BPN,PK-GHH,MED,18062026,0320,18062026,1400,33H
BPN,009,4409,MED,PK-GHH,HYD,18062026,1600,18062026,2140,33H
BPN,009,4409,HYD,PK-GHH,BPN,18062026,2240,19062026,0540,33H
BPN,010,4310,BPN,PK-GHH,MED,19062026,1610,20062026,0250,33H
BPN,010,4410,MED,PK-GHH,HYD,20062026,0450,20062026,1030,33H
BPN,010,4410,HYD,PK-GHH,BPN,20062026,1130,20062026,1830,33H
BPN,011,4311,BPN,PK-GHH,MED,21062026,0035,21062026,1115,33H
BPN,011,4411,MED,PK-GHH,HYD,21062026,1315,21062026,1855,33H
BPN,011,4411,HYD,PK-GHH,BPN,21062026,1955,22062026,0255,33H
BPN,012,4312,BPN,PK-GHH,MED,22062026,1435,23062026,0115,33H
BPN,012,4412,MED,PK-GHH,HYD,23062026,0315,23062026,0855,33H
BPN,012,4412,HYD,PK-GHH,BPN,23062026,0955,23062026,1655,33H
BPN,013,4313,BPN,PK-GHH,MED,24062026,0335,24062026,1415,33H
BPN,013,4413,MED,PK-GHH,HYD,24062026,1615,24062026,2155,33H
BPN,013,4413,HYD,PK-GHH,BPN,24062026,2255,25062026,0555,33H
BPN,014,4314,BPN,PK-GHH,MED,25062026,1520,26062026,0200,33H
BPN,014,4414,MED,PK-GHH,HYD,26062026,0400,26062026,0940,33H
BPN,014,4414,HYD,PK-GHH,BPN,26062026,1040,26062026,1740,33H
BPN,015,4315,BPN,PK-GHH,MED,27062026,0320,27062026,1400,33H
BPN,015,4415,MED,PK-GHH,HYD,27062026,1600,27062026,2140,33H
BPN,015,4415,HYD,PK-GHH,BPN,27062026,2240,28062026,0540,33H
BPN,016,4316,BPN,PK-GHH,MED,28062026,1420,29062026,0100,33H
BPN,016,4416,MED,PK-GHH,HYD,29062026,0300,29062026,0840,33H
BPN,016,4416,HYD,PK-GHH,BPN,29062026,0940,29062026,1640,33H
BPN,017,4317,SOC,PK-GHH,MED,30062026,0200,30062026,1200,339
BPN,017,4417,MED,PK-GHH,HYD,30062026,1400,30062026,1920,339
BPN,017,4417,HYD,PK-GHH,SOC,30062026,2020,01072026,0215,339
BPN,017,4417,SOC,PK-GHH,BPN,01072026,0415,01072026,0615,339
XXX,017,9999,0,PK-GHH,0,30121899,0000,30121899,0000,0
XXX,017,9999,0,PK-GHH,0,30121899,0000,30121899,0000,0
