embinsert,kloterinsert,flightnoinsert,originsert,registerinsert,destinsert,depdateinsert,etdinsert,arrdateinsert,etainsert,actypeinsert
LOP,001,5101,LOP,PK-GIK,MED,21042026,1900,22042026,0600,773
LOP,001,5201,MED,PK-GIK,LOP,22042026,0730,22042026,1845,773
LOP,002,5102,LOP,PK-GIK,MED,23042026,0915,23042026,2015,773
LOP,002,5202,MED,PK-GIK,UPG,23042026,2145,24042026,0905,773
LOP,003,5103,LOP,PK-GIK,MED,24042026,0615,24042026,1715,773
LOP,003,5203,MED,PK-GIK,LOP,24042026,1845,25042026,0600,773
LOP,004,5104,LOP,PK-GIK,MED,25042026,1515,26042026,0215,773
LOP,004,5204,MED,PK-GIK,LOP,26042026,0345,26042026,1500,773
LOP,005,5105,LOP,PK-GIK,MED,27042026,0200,27042026,1300,773
LOP,005,5205,MED,PK-GIK,LOP,27042026,1430,28042026,0145,773
LOP,006,5106,LOP,PK-GIK,MED,28042026,1000,28042026,2100,773
LOP,006,5206,MED,PK-GIK,LOP,28042026,2230,29042026,0945,773
LOP,007,5107,LOP,PK-GIK,MED,29042026,1730,30042026,0430,773
LOP,007,5207,MED,PK-GIK,LOP,30042026,0600,30042026,1715,773
LOP,008,5108,LOP,PK-GIK,MED,01052026,0515,01052026,1615,773
LOP,008,5208,MED,PK-GIK,LOP,01052026,1745,02052026,0500,773
LOP,009,5109,LOP,PK-GIK,MED,02052026,1615,03052026,0315,773
LOP,009,5209,MED,PK-GIK,LOP,03052026,0445,03052026,1600,773
LOP,010,5110,LOP,PK-GIK,MED,03052026,2100,04052026,0800,773
LOP,010,5210,MED,PK-GIK,LOP,04052026,0930,04052026,2045,773
LOP,011,5111,LOP,PK-GIK,MED,05052026,0410,05052026,1510,773
LOP,011,5211,MED,PK-GIK,LOP,05052026,1645,06052026,0400,773
LOP,012,5112,LOP,PK-GIK,JED,06052026,1610,07052026,0330,773
LOP,012,5212,JED,PK-GIK,LOP,07052026,0500,07052026,1610,773
LOP,013,5113,LOP,PK-GIK,JED,08052026,0040,08052026,1200,773
LOP,013,5213,JED,PK-GIK,LOP,08052026,1330,09052026,0040,773
LOP,014,5114,LOP,PK-GIK,JED,09052026,0835,09052026,1955,773
LOP,014,5214,JED,PK-GIK,LOP,09052026,2155,10052026,0905,773
LOP,015,5115,LOP,PK-GIK,JED,10052026,1540,11052026,0300,773
LOP,015,5215,JED,PK-GIK,CGK,11052026,0430,11052026,1510,773
XXX,015,9999,0,PK-GIK,0,30121899,0000,30121899,0000,0
XXX,000,9999,0,PK-GIK,0,30121899,0000,30121899,0000,0
LOP,001,5301,CGK,PK-GIK,JED,31052026,1315,31052026,0000,773
LOP,001,5401,JED,PK-GIK,LOP,01062026,0200,01062026,1315,773
LOP,002,5302,LOP,PK-GIK,JED,01062026,2000,02062026,0700,773
LOP,002,5402,JED,PK-GIK,LOP,02062026,0900,02062026,2015,773
LOP,003,5303,LOP,PK-GIK,JED,03062026,0400,03062026,1500,773
LOP,003,5403,JED,PK-GIK,LOP,03062026,1700,04062026,0415,773
LOP,004,5304,LOP,PK-GIK,JED,04062026,1600,05062026,0300,773
LOP,004,5404,JED,PK-GIK,LOP,05062026,0500,05062026,1615,773
LOP,005,5305,LOP,PK-GIK,JED,06062026,0235,06062026,1335,773
LOP,005,5405,JED,PK-GIK,LOP,06062026,1535,07062026,0250,773
LOP,006,5306,LOP,PK-GIK,JED,07062026,1130,07062026,2230,773
LOP,006,5406,JED,PK-GIK,LOP,08062026,0030,08062026,1145,773
LOP,007,5307,LOP,PK-GIK,JED,08062026,1855,09062026,0555,773
LOP,007,5407,JED,PK-GIK,LOP,09062026,0755,09062026,1910,773
LOP,008,5308,LOP,PK-GIK,JED,10062026,0155,10062026,1255,773
LOP,008,5408,JED,PK-GIK,LOP,10062026,1455,11062026,0210,773
LOP,009,5309,LOP,PK-GIK,JED,11062026,1000,11062026,2100,773
LOP,009,5409,JED,PK-GIK,LOP,11062026,2300,12062026,1015,773
LOP,010,5310,LOP,PK-GIK,JED,12062026,1800,13062026,0500,773
LOP,010,5410,JED,PK-GIK,LOP,13062026,0700,13062026,1815,773
LOP,011,5311,LOP,PK-GIK,JED,14062026,0155,14062026,1255,773
LOP,011,5411,JED,PK-GIK,LOP,14062026,1455,15062026,0210,773
LOP,012,5312,LOP,PK-GIK,MED,15062026,1205,15062026,2330,773
LOP,012,5412,MED,PK-GIK,HYD,16062026,0130,16062026,0705,773
LOP,012,5412,HYD,PK-GIK,LOP,16062026,0825,16062026,1520,773
LOP,013,5313,LOP,PK-GIK,MED,16062026,2135,17062026,0900,773
LOP,013,5413,MED,PK-GIK,HYD,17062026,1100,17062026,1635,773
LOP,013,5413,HYD,PK-GIK,LOP,17062026,1755,18062026,0050,773
LOP,014,5314,LOP,PK-GIK,MED,18062026,0935,18062026,2100,773
LOP,014,5414,MED,PK-GIK,HYD,18062026,2300,19062026,0435,773
LOP,014,5414,HYD,PK-GIK,LOP,19062026,0555,19062026,1250,773
LOP,015,5315,LOP,PK-GIK,MED,19062026,2050,20062026,0815,773
LOP,015,5415,MED,PK-GIK,HYD,20062026,1015,20062026,1550,773
LOP,015,5415,HYD,PK-GIK,LOP,20062026,1710,21062026,0005,773
XXX,015,9999,0,PK-GIK,0,30121899,0000,30121899,0000,0
