embinsert,kloterinsert,flightnoinsert,originsert,registerinsert,destinsert,depdateinsert,etdinsert,arrdateinsert,etainsert,actypeinsert
UPG,001,1101,UPG,PK-GII,KNO,21042026,1935,21042026,2315,773
UPG,001,1101,KNO,PK-GII,MED,22042026,0035,22042026,0900,773
UPG,001,1201,MED,PK-GII,UPG,22042026,1030,22042026,2150,773
UPG,002,1102,UPG,PK-GII,KNO,21042026,2235,22042026,0215,773
UPG,002,1102,KNO,PK-GII,MED,22042026,0335,22042026,1200,773
UPG,002,1202,MED,PK-GII,UPG,22042026,1330,23042026,0050,773
UPG,003,1103,UPG,PK-GII,KNO,23042026,0335,23042026,0715,773
UPG,003,1103,KNO,PK-GII,MED,23042026,0835,23042026,1700,773
UPG,003,1203,MED,PK-GII,UPG,23042026,1830,24042026,0550,773
UPG,004,1104,UPG,PK-GII,KNO,23042026,0935,23042026,1315,773
UPG,004,1104,KNO,PK-GII,MED,23042026,1435,23042026,2300,773
UPG,004,1204,MED,PK-GII,UPG,24042026,0030,24042026,1150,773
UPG,005,1105,UPG,PK-GII,KNO,24042026,1335,24042026,1715,773
UPG,005,1105,KNO,PK-GII,MED,24042026,1835,25042026,0300,773
UPG,005,1205,MED,PK-GII,UPG,25042026,0430,25042026,1550,773
UPG,006,1106,UPG,PK-GII,KNO,25042026,0055,25042026,0435,773
UPG,006,1106,KNO,PK-GII,MED,25042026,0555,25042026,1420,773
UPG,006,1206,MED,PK-GII,UPG,25042026,1550,26042026,0310,773
UPG,007,1107,UPG,PK-GII,KNO,26042026,0025,26042026,0405,773
UPG,007,1107,KNO,PK-GII,MED,26042026,0535,26042026,1400,773
UPG,007,1207,MED,PK-GII,UPG,26042026,1530,27042026,0250,773
UPG,008,1108,UPG,PK-GII,KNO,26042026,0250,26042026,0630,773
UPG,008,1108,KNO,PK-GII,MED,26042026,0750,26042026,1615,773
UPG,008,1208,MED,PK-GII,UPG,26042026,1745,27042026,0505,773
UPG,009,1109,UPG,PK-GII,KNO,27042026,1135,27042026,1515,773
UPG,009,1109,KNO,PK-GII,MED,27042026,1635,28042026,0100,773
UPG,009,1209,MED,PK-GII,UPG,28042026,0230,28042026,1350,773
UPG,010,1110,UPG,PK-GII,KNO,27042026,2035,28042026,0015,773
UPG,010,1110,KNO,PK-GII,MED,28042026,0135,28042026,1000,773
UPG,010,1210,MED,PK-GII,UPG,28042026,1130,28042026,2250,773
UPG,011,1111,UPG,PK-GII,KNO,28042026,2205,29042026,0145,773
UPG,011,1111,KNO,PK-GII,MED,29042026,0305,29042026,1130,773
UPG,011,1211,MED,PK-GII,UPG,29042026,1300,30042026,0020,773
UPG,012,1112,UPG,PK-GII,KNO,29042026,1220,29042026,1600,773
UPG,012,1112,KNO,PK-GII,MED,29042026,1720,30042026,0145,773
UPG,012,1212,MED,PK-GII,UPG,30042026,0315,30042026,1435,773
UPG,013,1113,UPG,PK-GII,KNO,30042026,1305,30042026,1645,773
UPG,013,1113,KNO,PK-GII,MED,30042026,1805,01052026,0230,773
UPG,013,1213,MED,PK-GII,UPG,01052026,0400,01052026,1520,773
UPG,014,1114,UPG,PK-GII,KNO,30042026,1950,30042026,2330,773
UPG,014,1114,KNO,PK-GII,MED,01052026,0050,01052026,0915,773
UPG,014,1214,MED,PK-GII,UPG,01052026,1045,01052026,2205,773
UPG,015,1115,UPG,PK-GII,KNO,01052026,2235,02052026,0215,773
UPG,015,1115,KNO,PK-GII,MED,02052026,0335,02052026,1200,773
UPG,015,1215,MED,PK-GII,PDG,02052026,1330,02052026,2220,773
UPG,016,1116,UPG,PK-GII,KNO,02052026,0150,02052026,0530,773
UPG,016,1116,KNO,PK-GII,MED,02052026,0650,02052026,1515,773
UPG,016,1216,MED,PK-GII,UPG,02052026,1645,03052026,0405,773
UPG,017,1117,UPG,PK-GII,KNO,03052026,0205,03052026,0545,773
UPG,017,1117,KNO,PK-GII,MED,03052026,0705,03052026,1530,773
UPG,017,1217,MED,PK-GII,CGK,03052026,1700,04052026,0340,773
UPG,018,1118,UPG,PK-GII,KNO,03052026,1350,03052026,1730,773
